key,product_code,description,step_name,machine,start_time,end_time,duration_min,machine_group,machine_prefix,machine_num,log_duration
PS4S35QEZCgQohEaiYILII,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,10/7/2024 14:30:00,10/7/2024 15:00:00,30.0,BKM,BKM,16,3.4339872044851463
o719k0y0MgQTdjN517EKQv,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,10/8/2024 7:40:00,10/8/2024 7:55:00,15.0,HSM,HSM,1,2.772588722239781
CIW99cSHpQIe2HeavVrXGs,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,10/9/2024 6:30:00,10/9/2024 8:00:00,90.0,BKM,BKM,16,4.51085950651685
0JOz7E46omMAQibqmIoS3V,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,10/9/2024 8:30:00,10/9/2024 11:00:00,150.0,BKM,BKM,16,5.017279836814924
6MJrNZkEDRx0IF1qAUsrfI,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,9/24/2024 15:30:00,9/24/2024 15:40:00,10.0,PMX,PMX,2,2.3978952727983707
zf0tdMMspKouOQN5lIIkQL,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,9/24/2024 15:40:00,9/24/2024 15:55:00,15.0,PMX,PMX,2,2.772588722239781
YbdaF6HVPTZ1tKXmuyXUlb,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,9/24/2024 16:00:00,9/24/2024 17:40:00,100.0,PMX,PMX,2,4.61512051684126
WWAWdeuJrBP71MuRVkrzNx,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,9/25/2024 7:00:00,9/25/2024 7:30:00,30.0,PMX,PMX,2,3.4339872044851463
HKMHgfmy8lqiPzO8GwTB9a,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,9/25/2024 7:35:00,9/25/2024 7:55:00,20.0,MX,MX,4,3.044522437723423
rAAfVfdoBfWly7kfXRbHf1,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,9/24/2024 9:00:00,9/24/2024 10:45:00,105.0,MX,MX,4,4.663439094112067
hubjcyJVPlesV37wVMyBCB,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-4,9/24/2024 10:45:00,9/24/2024 11:00:00,15.0,MX,MX,4,2.772588722239781
OYbKz7ojT8n21dlez6I6CY,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,9/24/2024 11:00:00,9/24/2024 12:00:00,60.0,MX,MX,4,4.110873864173311
rYnKXYRWEPfoMfeJwFxb8o,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,9/24/2024 12:00:00,9/24/2024 13:20:00,80.0,MX,MX,4,4.394449154672439
AVqa9XyfmfscjtsejHe9oX,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-5,9/26/2024 6:00:00,9/26/2024 13:00:00,420.0,BKM,BKM,5,6.042632833682381
RsN5qId3yMv6IifdmbA9fA,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-5,9/26/2024 13:00:00,9/26/2024 15:00:00,120.0,BKM,BKM,5,4.795790545596741
AB0SNFX3stoKmgdT1bQ8ur,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,9/26/2024 15:30:00,9/26/2024 16:00:00,30.0,BKM,BKM,16,3.4339872044851463
xEIrGQPUkQt7F68utLdwvG,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,9/27/2024 7:30:00,9/27/2024 11:00:00,210.0,BKM,BKM,16,5.351858133476067
9GH4KPBR3LNOcSeqamlCzx,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,9/27/2024 13:00:00,9/27/2024 14:00:00,60.0,BKM,BKM,16,4.110873864173311
1oqH4OE4a4m5IQ1AkFaPUx,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,10/1/2024 10:25:00,10/1/2024 10:50:00,25.0,PMX,PMX,2,3.258096538021482
w5WfjwAGferiQQ5cK3DuqU,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,10/1/2024 10:55:00,10/1/2024 11:15:00,20.0,PMX,PMX,2,3.044522437723423
Kri05XX6Z5Wqob6qp2l5U6,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,10/1/2024 11:15:00,10/1/2024 15:10:00,235.0,PMX,PMX,2,5.4638318050256105
QLU2vwfaxZoti4l3gfFuzC,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,10/1/2024 16:10:00,10/1/2024 17:50:00,100.0,MX,MX,4,4.61512051684126
1yBQUIGuX8dB3GIHBno7Iz,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-4,10/2/2024 7:10:00,10/2/2024 7:55:00,45.0,MX,MX,4,3.828641396489095
YOo3H7IHMNr2DyGExlzq3l,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,10/2/2024 8:10:00,10/2/2024 9:20:00,70.0,MX,MX,4,4.2626798770413155
EnK4S2CipvCAaE03Sw5O66,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,10/7/2024 7:40:00,10/7/2024 8:05:00,25.0,PMX,PMX,2,3.258096538021482
k2WwPhxc39M52ZOFftwyeq,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,10/7/2024 8:10:00,10/7/2024 8:30:00,20.0,PMX,PMX,2,3.044522437723423
RVaoH1FMepXTGArCW8P53z,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,10/7/2024 8:30:00,10/7/2024 10:35:00,125.0,PMX,PMX,2,4.836281906951478
T0I3RJm0cpabNjJMDA3KaP,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,10/7/2024 13:00:00,10/7/2024 13:35:00,35.0,MX,MX,4,3.58351893845611
sOkCsh4qwGQaFi5S85PXo4,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,10/7/2024 14:00:00,10/7/2024 15:10:00,70.0,MX,MX,4,4.2626798770413155
TjrzbdSq0BZxfoxCxaKRQg,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-4,10/7/2024 15:25:00,10/7/2024 15:40:00,15.0,MX,MX,4,2.772588722239781
HhT6g9ROAf3P0nyLqXJ1Gt,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,10/7/2024 15:40:00,10/7/2024 17:09:00,89.0,MX,MX,4,4.499809670330265
DH0ybft5xT2xmdz4R55pcZ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,9/28/2024 10:30:00,9/28/2024 13:00:00,150.0,BKM,BKM,16,5.017279836814924
74GzE293vbM4DlehbBusyb,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,9/30/2024 6:30:00,9/30/2024 8:00:00,90.0,BKM,BKM,16,4.51085950651685
riqz93WKV7eTZPAWlQr4gV,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,9/30/2024 8:30:00,9/30/2024 10:00:00,90.0,BKM,BKM,16,4.51085950651685
1cpzyX4ddG9TBgZEAZzOrM,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,10/21/2024 7:45:00,10/21/2024 8:20:00,35.0,PMX,PMX,4,3.58351893845611
CVfrRiN5X7WtZZoEhgwjdH,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,10/21/2024 8:20:00,10/21/2024 8:40:00,20.0,PMX,PMX,4,3.044522437723423
JDe2Bu4s3Scqakgk0yO5w7,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,10/21/2024 8:45:00,10/21/2024 11:00:00,135.0,PMX,PMX,4,4.912654885736052
jA6gEVuRzuIjN2sdlto6r5,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-3,10/21/2024 13:05:00,10/21/2024 13:25:00,20.0,MX,MX,3,3.044522437723423
AtONDojmlcGJWRuEFMggXZ,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-3,10/21/2024 14:05:00,10/21/2024 14:40:00,35.0,MX,MX,3,3.58351893845611
4IUf481sgmESkTy1UD6NdH,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-3,10/21/2024 14:45:00,10/21/2024 15:40:00,55.0,MX,MX,3,4.02535169073515
lFKJIMJ7ifMcl2XTcHgBIV,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/21/2024 15:40:00,10/21/2024 16:10:00,30.0,PMX,PMX,4,3.4339872044851463
OQOWXBZQ95enzZhZUx3Evu,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/21/2024 16:15:00,10/21/2024 16:30:00,15.0,PMX,PMX,4,2.772588722239781
6VTKucw1f0dRsQ2CNdr3Gl,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,10/21/2024 16:30:00,10/21/2024 17:40:00,70.0,PMX,PMX,4,4.2626798770413155
AtMkNheJT8CoYNLJkr1iGk,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,10/21/2024 7:05:00,10/21/2024 7:30:00,25.0,PMX,PMX,4,3.258096538021482
0IvtGLd7P2lyCmQV6T2kj3,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,10/22/2024 7:40:00,10/22/2024 7:55:00,15.0,MX,MX,4,2.772588722239781
XxyWdmBoNUXTUjbX5OGZWp,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,10/22/2024 10:20:00,10/22/2024 11:05:00,45.0,MX,MX,4,3.828641396489095
4LYBlOWquNUaf9eBqh4Omn,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-4,10/22/2024 11:05:00,10/22/2024 11:30:00,25.0,MX,MX,4,3.258096538021482
HCTYGtyQ2IBVq0dgZS9Pog,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,10/22/2024 11:30:00,10/22/2024 12:00:00,30.0,MX,MX,4,3.4339872044851463
loMfNUhmhYC6AeLhkKCKxi,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,10/22/2024 13:00:00,10/22/2024 13:45:00,45.0,MX,MX,4,3.828641396489095
dvOlI606PNqrXdm4ZBTyRF,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/26/2024 10:30:00,10/26/2024 10:55:00,25.0,PMX,PMX,4,3.258096538021482
RMVbMDlMvx6jK0ac9Xt2US,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/26/2024 10:55:00,10/26/2024 11:15:00,20.0,PMX,PMX,4,3.044522437723423
nJ3NbfjH36Dco7cbX3cglM,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,10/26/2024 11:20:00,10/26/2024 12:40:00,80.0,PMX,PMX,4,4.394449154672439
tjsiuEIyCdRFr8c96iKJzM,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,10/27/2024 11:05:00,10/27/2024 11:55:00,50.0,MX,MX,4,3.9318256327243257
CgklajhtbVW21C4420Z11c,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,10/27/2024 12:20:00,10/27/2024 12:45:00,25.0,MX,MX,4,3.258096538021482
7ETKMTHyxYLaQDq3KXZHAl,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,10/27/2024 12:45:00,10/27/2024 13:10:00,25.0,MX,MX,4,3.258096538021482
hZzVEknn7ov1wvboHTrg3o,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,10/28/2024 8:30:00,10/28/2024 9:00:00,30.0,PMX,PMX,4,3.4339872044851463
mg3nLZUUM6WVhFkvQCedMh,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,10/28/2024 9:05:00,10/28/2024 9:25:00,20.0,PMX,PMX,4,3.044522437723423
fGFJ7QiRSLLJhewGxGkmBH,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,10/28/2024 9:45:00,10/28/2024 11:50:00,125.0,PMX,PMX,4,4.836281906951478
t4lFLrO9FDImVWx2qJf3VV,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-6,10/29/2024 7:05:00,10/29/2024 8:20:00,75.0,MX,MX,6,4.330733340286331
shyLyhFQPcNGqF78l5dGP6,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-6,10/29/2024 8:20:00,10/29/2024 9:30:00,70.0,MX,MX,6,4.2626798770413155
g9FGpaUQ9g0Z8rxPZegZqo,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,10/9/2024 8:05:00,10/9/2024 8:30:00,25.0,PMX,PMX,2,3.258096538021482
Wxpn2e5tvrbAov25SfY40H,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,10/9/2024 8:35:00,10/9/2024 8:55:00,20.0,PMX,PMX,2,3.044522437723423
e6HMtMNsIeERztrRCnCCaa,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,10/9/2024 8:55:00,10/9/2024 11:25:00,150.0,PMX,PMX,2,5.017279836814924
lnz4pgXaEhSWu2Gh8jWnMp,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,MX-4,10/30/2024 9:46:00,10/30/2024 9:48:00,2.0,MX,MX,4,1.0986122886681098
d662urtvpkfMgd0yHg4Jpu,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/29/2024 10:05:00,10/29/2024 10:30:00,25.0,PMX,PMX,4,3.258096538021482
A8woMl6VeJ3XlNGInz3n0F,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/29/2024 10:30:00,10/29/2024 10:50:00,20.0,PMX,PMX,4,3.044522437723423
lxOrHhpYi7HhUkatb2BUZ6,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,10/29/2024 10:50:00,10/29/2024 13:25:00,155.0,PMX,PMX,4,5.049856007249537
Q3ARReUPTnwJGLGS7RoOjX,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,10/30/2024 10:00:00,10/30/2024 11:00:00,60.0,MX,MX,4,4.110873864173311
rNW4MFHwV0bf6pk8cDy8B8,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-4,10/30/2024 11:05:00,10/30/2024 11:30:00,25.0,MX,MX,4,3.258096538021482
n4JFIDAyy3dD8bCzgFjHwW,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,10/30/2024 11:30:00,10/30/2024 12:00:00,30.0,MX,MX,4,3.4339872044851463
XwOd0oqffGl2WN6SXphS0S,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,10/30/2024 12:00:00,10/30/2024 13:15:00,75.0,MX,MX,4,4.330733340286331
7o58ire348cjGSSaX5lzbl,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,MX-6,11/4/2024 9:04:00,11/4/2024 9:05:00,1.0,MX,MX,6,0.6931471805599453
VnFNeNJFFKMi8WPaPVxg1a,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,PMWS Printing,MX-4,11/5/2024 6:05:00,11/5/2024 6:07:00,2.0,MX,MX,4,1.0986122886681098
pwXXqXs6vGV11qXn2ylaZU,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,10/15/2024 6:30:00,10/15/2024 13:00:00,390.0,BKM,BKM,16,5.968707559985366
jU6iMQJJX8XUscMMEWRyDf,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,10/16/2024 13:30:00,10/16/2024 15:00:00,90.0,BKM,BKM,16,4.51085950651685
uNhBYKQkfXl1NnIow4mssJ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,10/16/2024 6:30:00,10/16/2024 6:45:00,15.0,HSM,HSM,1,2.772588722239781
bmFb9KKH5moNzoIw6PHbUQ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,10/16/2024 7:30:00,10/16/2024 13:00:00,330.0,BKM,BKM,16,5.802118375377063
Xa7ydrrcSZaHpLDOxT9LlP,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,10/16/2024 13:30:00,10/16/2024 15:00:00,90.0,BKM,BKM,16,4.51085950651685
C3zYlXf2NzpLorK0zTkofV,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,10/15/2024 13:10:00,10/15/2024 13:25:00,15.0,HSM,HSM,1,2.772588722239781
PGDwZA0QMx8nhbNCh6yPB5,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,10/15/2024 15:00:00,10/15/2024 16:00:00,60.0,BKM,BKM,11,4.110873864173311
WQ4xSF3xLmk8SZqPQE0YAl,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,10/16/2024 6:00:00,10/16/2024 9:00:00,180.0,BKM,BKM,11,5.198497031265826
NRzuGm8RWwsq9oTxU1MqoS,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,MX-3,10/16/2024 9:00:00,10/16/2024 14:00:00,300.0,MX,MX,3,5.707110264748875
0UVVPuCQxvCMOMh51ihx6q,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,10/15/2024 13:40:00,10/15/2024 13:55:00,15.0,HSM,HSM,1,2.772588722239781
x92A4DGDholZMoXkmvf3pp,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-6,10/21/2024 10:00:00,10/21/2024 16:00:00,360.0,BKM,BKM,6,5.8888779583328805
z7djX4C1VYNJSoFAql8LqR,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,10/22/2024 6:00:00,10/22/2024 8:00:00,120.0,BKM,BKM,6,4.795790545596741
tnyTk6EgM1Ld1xpUGglN80,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,11/7/2024 7:05:00,11/7/2024 7:35:00,30.0,PMX,PMX,4,3.4339872044851463
PuvgrXxLh2nASAsmP6Km2n,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,11/7/2024 7:35:00,11/7/2024 8:00:00,25.0,PMX,PMX,4,3.258096538021482
4Fiyt3skFGKPPm9PWjsvG4,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,PMWS Printing,PMX-4,11/7/2024 11:22:00,11/7/2024 11:24:00,2.0,PMX,PMX,4,1.0986122886681098
V4Qr77EWQy423Ddr8KvjM8,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,MX-4,11/7/2024 8:26:00,11/7/2024 8:28:00,2.0,MX,MX,4,1.0986122886681098
VG5GbDXoqYPJdTKbjEmjMr,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,10/25/2024 6:30:00,10/25/2024 8:00:00,90.0,BKM,BKM,16,4.51085950651685
frD2Si8vtoACdfzbUSFgwu,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,10/25/2024 8:30:00,10/25/2024 9:00:00,30.0,BKM,BKM,16,3.4339872044851463
2kkdDsM2SeVlxdInD9XZbX,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,10/23/2024 16:30:00,10/23/2024 17:00:00,30.0,BKM,BKM,16,3.4339872044851463
MOO4l62jdV4s1zQo1g5VO4,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,10/24/2024 7:30:00,10/24/2024 11:00:00,210.0,BKM,BKM,16,5.351858133476067
Rzmod6DILkAtSOLLIAjZME,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,10/24/2024 11:30:00,10/24/2024 12:00:00,0.0,BKM,BKM,16,0.0
Zy49d9XKdIRMensYDMry4j,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,10/23/2024 13:40:00,10/23/2024 13:55:00,15.0,HSM,HSM,1,2.772588722239781
d9V8pixwTcJzGaulm8JFGH,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,10/23/2024 16:00:00,10/23/2024 17:00:00,60.0,BKM,BKM,11,4.110873864173311
8r9WWuAHiPT3NH4O3OMA0B,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,10/24/2024 6:00:00,10/24/2024 9:00:00,180.0,BKM,BKM,11,5.198497031265826
TEWnxmJEePz8CFlCYEoM6H,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,10/24/2024 9:00:00,10/24/2024 10:00:00,60.0,BKM,BKM,11,4.110873864173311
wtfYI4DgeqB7Q1OstfneV8,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,11/7/2024 8:00:00,11/7/2024 10:15:00,135.0,PMX,PMX,4,4.912654885736052
H6xjUg9fXkTHocHpkyGM1o,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,11/7/2024 13:05:00,11/7/2024 13:30:00,25.0,MX,MX,4,3.258096538021482
lLOMdpKwCCeYuFb6S5vjO4,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,11/7/2024 13:30:00,11/7/2024 14:30:00,60.0,MX,MX,4,4.110873864173311
yw4P4YDWMznqEN5algbwdU,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,11/7/2024 14:50:00,11/7/2024 15:55:00,65.0,MX,MX,4,4.189654742026425
ncNl7nJXilRr7xvEs9dA7s,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Adjust,MX-4,11/8/2024 8:20:00,11/8/2024 9:00:00,40.0,MX,MX,4,3.713572066704308
qv1EsEURh8PA9WA4e0xFdA,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,11/5/2024 13:50:00,11/5/2024 14:05:00,15.0,HSM,HSM,1,2.772588722239781
qF5PCqcDM71Tcfyhfo0ZsO,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,11/6/2024 6:30:00,11/6/2024 14:00:00,450.0,BKM,BKM,16,6.111467339502679
6z3LOvNyxRDlVAEgKu0x9W,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,11/6/2024 14:30:00,11/6/2024 15:00:00,30.0,BKM,BKM,16,3.4339872044851463
hWl3s1tkksv7dsOniWoNrI,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,10/30/2024 7:00:00,10/30/2024 7:15:00,15.0,HSM,HSM,1,2.772588722239781
AJtX6SySxoWnxgAbUqY6VB,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-5,11/6/2024 12:00:00,11/6/2024 16:00:00,240.0,BKM,BKM,5,5.484796933490655
cwoZmSZw0jDeA3yW8G2AGV,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-5,11/7/2024 6:00:00,11/7/2024 8:00:00,120.0,BKM,BKM,5,4.795790545596741
o16ufy07BzfAUvbPVSKhe6,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,11/7/2024 9:30:00,11/7/2024 16:00:00,390.0,BKM,BKM,16,5.968707559985366
lzFtJsRa1YQs4BSvbOmFi7,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,11/8/2024 6:30:00,11/8/2024 7:00:00,30.0,BKM,BKM,16,3.4339872044851463
cbK6PUkDV6Xk6Z458AKv1a,RM2-ACX-60,DAVIES ACREEX BLACK,PMWS Printing,BKM-5,11/11/2024 7:39:00,11/11/2024 7:41:00,2.0,BKM,BKM,5,1.0986122886681098
NyhedsQXsgDsYWQm2bv1lx,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,11/11/2024 10:55:00,11/11/2024 11:30:00,35.0,PMX,PMX,2,3.58351893845611
PXjqe32vKSh1ZgcZBfakRD,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,11/11/2024 11:35:00,11/11/2024 11:55:00,20.0,PMX,PMX,2,3.044522437723423
CrewVMUbla91ZhTpwlMV2L,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,11/11/2024 13:00:00,11/11/2024 15:35:00,155.0,PMX,PMX,2,5.049856007249537
u39Kgd4u4SU4kZneNrpMSk,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,PMX-4,11/11/2024 16:30:00,11/11/2024 17:10:00,40.0,PMX,PMX,4,3.713572066704308
TxvQEorV5sDp84TquGC231,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,11/12/2024 7:30:00,11/12/2024 8:00:00,30.0,MX,MX,4,3.4339872044851463
2lKLzqZ2qmRihCCP8iDHlM,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,11/12/2024 7:45:00,11/12/2024 8:30:00,45.0,MX,MX,4,3.828641396489095
pTgnAsJ9dkhve1fLqtI6x7,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,11/12/2024 8:30:00,11/12/2024 9:10:00,40.0,MX,MX,4,3.713572066704308
XU1WOH8ussvOtLWOmPSvhZ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,MX-4,11/12/2024 14:24:00,11/12/2024 14:25:00,1.0,MX,MX,4,0.6931471805599453
NzfmqmAj8iI1g9mulNHZw6,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,11/12/2024 9:50:00,11/12/2024 10:20:00,30.0,PMX,PMX,4,3.4339872044851463
YeLkruYAAFoFhPAcor3Bdp,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,11/12/2024 10:20:00,11/12/2024 10:40:00,20.0,PMX,PMX,4,3.044522437723423
CJU0DtL5qyb84saTdl5Cku,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,11/12/2024 10:40:00,11/12/2024 13:25:00,165.0,PMX,PMX,4,5.111987788356544
X94RLhIS51bF7BaYJRRKvE,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,PMWS Printing,MX-4,11/12/2024 7:16:00,11/12/2024 7:18:00,2.0,MX,MX,4,1.0986122886681098
RXziukoecqsG5kblcy4req,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,MX-4,11/12/2024 13:15:00,11/12/2024 14:10:00,55.0,MX,MX,4,4.02535169073515
