key,product_code,description,step_name,machine,start_time,end_time,duration_min,machine_group,machine_prefix,machine_num,log_duration
mfPl5smIQ31VzraTt9Uthk,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,6/24/2024 6:30:00,6/24/2024 7:30:00,60.0,BKM,BKM,11,4.110873864173311
285W0VmEq79fiNpQQkGBto,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Tint,MX-5,6/22/2024 9:00:00,6/22/2024 14:00:00,300.0,MX,MX,5,5.707110264748875
3rtjjomanR6GUhCBHg60rK,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Tint,MX-5,6/24/2024 7:50:00,6/24/2024 9:35:00,105.0,MX,MX,5,4.663439094112067
wTjjSD3w2WtOEvtlx0PtSj,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,FG Transfer,BKM-11,6/19/2024 11:13:00,6/20/2024 8:25:00,612.0,BKM,BKM,11,6.418364935936212
jJPsH6keIXe3Ma5kYt7xyR,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,6/21/2024 8:45:00,6/21/2024 8:55:00,10.0,PMX,PMX,2,2.3978952727983707
UPo5mEsombchTrScdsqqMp,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,6/21/2024 9:00:00,6/21/2024 9:15:00,15.0,PMX,PMX,2,2.772588722239781
2hnjRPlYbrMzbqqsEcXAdW,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,6/21/2024 9:15:00,6/21/2024 11:40:00,145.0,PMX,PMX,2,4.983606621708336
NBASDPS39NOATUHhWJ6Bou,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,MX-5,6/26/2024 15:23:00,6/26/2024 15:25:00,2.0,MX,MX,5,1.0986122886681098
VMvgFBrOTmMlvXWyk5x7JU,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,FG Transfer,MX-5,6/26/2024 12:58:00,6/26/2024 13:05:00,7.0,MX,MX,5,2.0794415416798357
1RyELQLKniq8iaFdGD1cSH,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,PMWS Printing,BKM-11,6/28/2024 11:24:00,6/28/2024 11:25:00,1.0,BKM,BKM,11,0.6931471805599453
aiVKVNYZtzhs4NtWVFho0N,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,BKM-11,7/3/2024 11:47:00,7/3/2024 11:49:00,2.0,BKM,BKM,11,1.0986122886681098
3qvtbL1EoELaswmQMTh2XB,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,FG Transfer,BKM-11,7/2/2024 15:15:00,7/3/2024 10:55:00,520.0,BKM,BKM,11,6.255750041753367
rO7nr49iBk6o6O8S0vfRfB,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,6/29/2024 11:40:00,6/29/2024 12:20:00,40.0,PMX,PMX,2,3.713572066704308
IiB8ngKVbvzlMpB9fESJyO,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,6/29/2024 12:25:00,6/29/2024 12:40:00,15.0,PMX,PMX,2,2.772588722239781
vFV7A5DQ4MDNPglJt54CID,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,6/29/2024 12:40:00,6/29/2024 14:20:00,100.0,PMX,PMX,2,4.61512051684126
7F4ONJHSag6M3CDWOhKKAq,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-3,6/30/2024 7:40:00,6/30/2024 9:00:00,80.0,MX,MX,3,4.394449154672439
pSFGHozY8sTeJOh33N0jWG,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-3,6/30/2024 8:15:00,6/30/2024 9:00:00,45.0,MX,MX,3,3.828641396489095
vOni6gW7sSpXMIxfYRgzz3,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-3,6/30/2024 12:00:00,6/30/2024 12:30:00,30.0,MX,MX,3,3.4339872044851463
kkJOToND8QvcPUUqNd74kf,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-3,6/30/2024 12:30:00,6/30/2024 13:20:00,50.0,MX,MX,3,3.9318256327243257
nnk0CRqEYwv4PdekEf63bq,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,SAP Posting - Std,MX-3,7/5/2024 7:28:00,7/5/2024 7:30:00,2.0,MX,MX,3,1.0986122886681098
OD6LfMhtaXEtI18QLUVWDE,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,FG Transfer,MX-3,7/4/2024 13:22:00,7/4/2024 15:19:00,117.0,MX,MX,3,4.770684624465665
g4L7CiwWXUu6W8f8v7iKau,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,6/22/2024 12:15:00,6/22/2024 12:30:00,15.0,HSM,HSM,1,2.772588722239781
nAytpCMrzuz9H9xbcakMAj,RM2-ACX-60,DAVIES ACREEX BLACK,Grind,BKM-6,6/25/2024 8:30:00,6/25/2024 11:30:00,180.0,BKM,BKM,6,5.198497031265826
OJcsxFKw4MsDGJ0aKPbME9,RM2-ACX-60,DAVIES ACREEX BLACK,Grind,BKM-6,6/27/2024 7:30:00,6/27/2024 8:30:00,60.0,BKM,BKM,6,4.110873864173311
tVrRrGieAZUM60tQHlXnST,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,6/27/2024 8:30:00,6/27/2024 11:30:00,180.0,BKM,BKM,6,5.198497031265826
rG3Ix6DuhcNRNtL4CkHCrW,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,6/27/2024 8:00:00,6/27/2024 8:15:00,15.0,HSM,HSM,1,2.772588722239781
4EGbUeWio5xHtPzP49PC8V,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,6/27/2024 9:00:00,6/27/2024 11:30:00,150.0,BKM,BKM,16,5.017279836814924
Sxu0x1dxKn9czXFpMKnIWr,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,6/28/2024 8:00:00,6/28/2024 11:30:00,210.0,BKM,BKM,16,5.351858133476067
r8M6YpQOGemVozUD4h1JB0,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,6/28/2024 12:00:00,6/28/2024 13:30:00,90.0,BKM,BKM,16,4.51085950651685
ZcNQ3Ve86bYmtfJ5FNOptE,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,6/27/2024 10:30:00,6/27/2024 13:30:00,180.0,BKM,BKM,11,5.198497031265826
yfSUxz0sqFXlmBHRnlSZEI,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,6/28/2024 6:30:00,6/28/2024 8:30:00,120.0,BKM,BKM,11,4.795790545596741
buIUV2lmi6A1pACYMH9sT5,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,6/28/2024 8:30:00,6/28/2024 11:30:00,180.0,BKM,BKM,11,5.198497031265826
6vdaCezLLTzKy5GO7llzyP,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,PMWS Printing,BKM-11,7/4/2024 8:52:00,7/4/2024 8:53:00,1.0,BKM,BKM,11,0.6931471805599453
s7fhcEqxoTbwqzK9y2JrjR,RM2-ACX-60,DAVIES ACREEX BLACK,PMWS Printing,BKM-6,7/4/2024 8:53:00,7/4/2024 8:54:00,1.0,BKM,BKM,6,0.6931471805599453
tfoQFcCQEhzTWfXRR91wcy,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-5,7/4/2024 10:30:00,7/4/2024 11:30:00,60.0,BKM,BKM,5,4.110873864173311
DbjceXsePnqxgPYGkbXnfJ,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-5,7/5/2024 7:30:00,7/5/2024 13:30:00,360.0,BKM,BKM,5,5.8888779583328805
XQFjozFe3SviRp07MEKWNr,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-5,7/6/2024 6:00:00,7/6/2024 8:00:00,120.0,BKM,BKM,5,4.795790545596741
VoqBGlwSycFWYrPtPBX1T2,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-5,7/6/2024 8:00:00,7/6/2024 11:00:00,180.0,BKM,BKM,5,5.198497031265826
XZfnEP3PPesiOstr8czsVA,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,7/4/2024 9:15:00,7/4/2024 9:30:00,15.0,HSM,HSM,1,2.772588722239781
HiQOc1r9fp2WLfb7ZPcisD,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,7/4/2024 10:30:00,7/4/2024 13:30:00,180.0,BKM,BKM,11,5.198497031265826
YelcARltX2ihnrpWBkkGlp,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,7/5/2024 6:30:00,7/5/2024 7:30:00,60.0,BKM,BKM,11,4.110873864173311
fA2K7OkRoBWbBLl6PQVLKe,RM2-ACX-60,DAVIES ACREEX BLACK,FG Transfer,BKM-6,7/8/2024 8:39:00,7/8/2024 8:40:00,1.0,BKM,BKM,6,0.6931471805599453
FJZzUZu1H4rbiOumFudH7P,RM2-ACX-60,DAVIES ACREEX BLACK,SAP Posting - Std,BKM-6,7/8/2024 11:50:00,7/8/2024 11:52:00,2.0,BKM,BKM,6,1.0986122886681098
GRPVMr56HBLpOwqaoRKAtw,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-6,7/3/2024 9:45:00,7/3/2024 11:35:00,110.0,BKM,BKM,6,4.709530201312334
0ieWOUlFrFmZ5vR4isrCw5,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,BKM-11,7/10/2024 12:37:00,7/10/2024 12:39:00,2.0,BKM,BKM,11,1.0986122886681098
8LwJPM6fuWcKWxARwadrUf,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,FG Transfer,BKM-11,7/10/2024 12:06:00,7/10/2024 15:00:00,174.0,BKM,BKM,11,5.1647859739235145
HhlptYXHlN2btPBQtcVlQe,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,SAP Posting - Std,BKM-11,7/16/2024 16:55:00,7/16/2024 16:57:00,2.0,BKM,BKM,11,1.0986122886681098
lE47MRKDn3qHpUC7Hqki8b,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,6/27/2024 14:30:00,6/27/2024 14:55:00,25.0,PMX,PMX,4,3.258096538021482
XkZzGlmmOAtyKa8e2pz5VT,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,6/27/2024 15:20:00,6/27/2024 15:40:00,20.0,PMX,PMX,4,3.044522437723423
loL9rvmZcnwavYIQY4RNtL,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,6/27/2024 15:40:00,6/27/2024 17:20:00,100.0,PMX,PMX,4,4.61512051684126
alHj8iccTmTDqMLosqUPMp,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Packing,MX-3,7/4/2024 13:00:00,7/4/2024 15:40:00,160.0,MX,MX,3,5.081404364984463
KIUQPFsHlvWU2HGSQRSuSs,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,PMWS Printing,BKM-11,7/11/2024 8:06:00,7/11/2024 8:07:00,1.0,BKM,BKM,11,0.6931471805599453
XP1zWYtECur0vkTyvGQiWj,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,FG Transfer,BKM-11,7/16/2024 10:43:00,7/16/2024 17:05:00,382.0,BKM,BKM,11,5.948034989180646
g5T4tjFSysL5Ct5C6wJv4C,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,7/3/2024 9:40:00,7/3/2024 10:20:00,40.0,PMX,PMX,4,3.713572066704308
exCLa8TeG6imIQRm3Vkevi,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,7/3/2024 10:20:00,7/3/2024 10:40:00,20.0,PMX,PMX,4,3.044522437723423
3KUoVnMwTE3uxy3hW9ro49,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,7/3/2024 11:15:00,7/3/2024 13:20:00,125.0,PMX,PMX,4,4.836281906951478
neyR2BbVsfhtuW9c5TrqgL,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,MX-5,7/3/2024 14:20:00,7/3/2024 15:00:00,40.0,MX,MX,5,3.713572066704308
2Nc4ykOl5CJCFI4ijxnond,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-5,7/3/2024 15:20:00,7/3/2024 17:10:00,110.0,MX,MX,5,4.709530201312334
zKPRhv7WKQ0krfk4Kz2U6u,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-5,7/3/2024 17:20:00,7/3/2024 17:40:00,20.0,MX,MX,5,3.044522437723423
SHoeAPP2gWEdKkP0aeySnW,RM2-ACX-60,DAVIES ACREEX BLACK,Adjust,BKM-6,7/4/2024 11:25:00,7/4/2024 11:40:00,15.0,BKM,BKM,6,2.772588722239781
0sDaDaYUr3zlC6lTqAzhHA,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-2,7/27/2024 6:13:00,7/27/2024 6:40:00,27.0,PMX,PMX,2,3.332204510175204
eqlO38Ge0ZYGaob9jCaYcp,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-2,7/27/2024 6:40:00,7/27/2024 7:00:00,20.0,PMX,PMX,2,3.044522437723423
ZGkVIfRLR4ncyuTMEqpXnQ,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-2,7/27/2024 7:00:00,7/27/2024 9:05:00,125.0,PMX,PMX,2,4.836281906951478
Lj8B8zfvmnjaR3qB0oPeHy,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,MX-5,7/27/2024 8:30:00,7/27/2024 9:20:00,50.0,MX,MX,5,3.9318256327243257
KKsna2HCPmBUi8ZCAbO1s1,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-5,7/27/2024 9:25:00,7/27/2024 11:15:00,110.0,MX,MX,5,4.709530201312334
hkWjd3eYazofDiSpGvYwQ2,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-5,7/27/2024 11:20:00,7/27/2024 12:35:00,75.0,MX,MX,5,4.330733340286331
Ih88bkpXLIEfi38rnVTn9n,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,8/1/2024 8:10:00,8/1/2024 8:20:00,10.0,PMX,PMX,4,2.3978952727983707
8Z8XY8N0z6wwo3ZvqGMM22,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,8/1/2024 8:20:00,8/1/2024 8:45:00,25.0,PMX,PMX,4,3.258096538021482
kJQVJiBvJsVLzThg7P8SPu,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,8/1/2024 8:45:00,8/1/2024 10:40:00,115.0,PMX,PMX,4,4.7535901911063645
KmohhbUMSXvEMPEUVrPT2v,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,MX-5,8/1/2024 13:05:00,8/1/2024 14:00:00,55.0,MX,MX,5,4.02535169073515
uLCCBKI03Ikge4QkZtSjHb,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Transfer of Millbase,MX-5,8/1/2024 14:55:00,8/1/2024 15:50:00,55.0,MX,MX,5,4.02535169073515
q74hnrMBwdS8q80RYuf9hE,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Letdown,MX-5,8/1/2024 15:50:00,8/1/2024 16:10:00,20.0,MX,MX,5,3.044522437723423
xNWVwm6DHqysBtM3PiAVa3,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,FG Transfer,MX-5,8/5/2024 13:49:00,8/5/2024 17:19:00,210.0,MX,MX,5,5.351858133476067
SdSDpsgARxdSwmYiJErgtV,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,8/7/2024 16:00:00,8/7/2024 16:25:00,25.0,PMX,PMX,2,3.258096538021482
XAkRY8ZirE8sgV2Kpe9FNJ,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-2,8/7/2024 16:25:00,8/7/2024 16:40:00,15.0,PMX,PMX,2,2.772588722239781
llq3sjiR2TZXL4bPsed1ZM,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,8/7/2024 16:45:00,8/7/2024 17:35:00,50.0,PMX,PMX,2,3.9318256327243257
pA9uXLsrgdSWAD1WPbm2j7,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-2,8/8/2024 7:30:00,8/8/2024 8:20:00,50.0,PMX,PMX,2,3.9318256327243257
tBw3e2mBiWwlvWhwwV7Jtg,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-6,8/8/2024 9:50:00,8/8/2024 10:10:00,20.0,MX,MX,6,3.044522437723423
UKhEB2phef1lBfPIdYABq9,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-6,8/8/2024 10:10:00,8/8/2024 10:55:00,45.0,MX,MX,6,3.828641396489095
DWYj7esMilLEyVMvfkze97,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-6,8/8/2024 10:35:00,8/8/2024 11:25:00,50.0,MX,MX,6,3.9318256327243257
iiQNGkx5ToSwLKAmxaDR3c,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,MX-6,8/8/2024 13:00:00,8/8/2024 13:35:00,35.0,MX,MX,6,3.58351893845611
F64z44GTcFfovhb623z1E9,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-6,8/8/2024 13:35:00,8/8/2024 14:10:00,35.0,MX,MX,6,3.58351893845611
i1eXiWsuVqaz1W9fQWXor8,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-6,8/8/2024 14:10:00,8/8/2024 15:30:00,80.0,MX,MX,6,4.394449154672439
mo249eGbmxSd1vsUBLSeyL,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,FG Transfer,MX-6,8/13/2024 8:55:00,8/13/2024 9:51:00,56.0,MX,MX,6,4.04305126783455
3lmpnMJtBdYsYDGCCDWMQw,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind,BKM-11,7/18/2024 6:00:00,7/18/2024 8:00:00,120.0,BKM,BKM,11,4.795790545596741
n0GwatLU54ukBzHUBHxvqg,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,7/18/2024 8:00:00,7/18/2024 9:00:00,60.0,BKM,BKM,11,4.110873864173311
7Lr9PqAmsJHj8VvTAR0Jod,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,7/20/2024 7:30:00,7/20/2024 7:45:00,15.0,HSM,HSM,1,2.772588722239781
po7w5Lm1d6DiQTkyUII0TO,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind,BKM-16,7/20/2024 9:30:00,7/20/2024 10:00:00,30.0,BKM,BKM,16,3.4339872044851463
qAQsEN1xlRjdBuojFgg7Xh,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind,BKM-16,7/22/2024 6:30:00,7/22/2024 9:00:00,150.0,BKM,BKM,16,5.017279836814924
HvY31Q36AxFPYAda1uSaS3,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,7/22/2024 9:30:00,7/22/2024 11:00:00,90.0,BKM,BKM,16,4.51085950651685
JJxoBtD1YgceW0V8iLULCh,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Premix,HSM-1,7/23/2024 8:00:00,7/23/2024 8:15:00,15.0,HSM,HSM,1,2.772588722239781
ZqnjsKDhtPMVsIT2xD234N,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part A),BKM-11,7/23/2024 9:00:00,7/23/2024 13:00:00,240.0,BKM,BKM,11,5.484796933490655
2fw9Q4mBoabZOGsgsuvLDy,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grits Check,BKM-11,7/23/2024 13:00:00,7/23/2024 15:00:00,120.0,BKM,BKM,11,4.795790545596741
tQBGYWTZuzS0TWt8eed3Ym,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-5,7/30/2024 12:00:00,7/30/2024 16:00:00,240.0,BKM,BKM,5,5.484796933490655
cp0Apti7VPmtsEEFXo406k,RM2-ACX-60,DAVIES ACREEX BLACK,Grind (Part A),BKM-5,7/31/2024 6:00:00,7/31/2024 7:00:00,60.0,BKM,BKM,5,4.110873864173311
BA9fxfEYcAJNKH5kSJ2NTX,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-5,7/31/2024 7:00:00,7/31/2024 9:00:00,120.0,BKM,BKM,5,4.795790545596741
fTGJhQOG1iJTjtufOzH0g3,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,9/5/2024 13:00:00,9/5/2024 13:30:00,30.0,PMX,PMX,4,3.4339872044851463
hZMFUTKznEKc1LbPKyq1En,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,9/5/2024 13:30:00,9/5/2024 13:50:00,20.0,PMX,PMX,4,3.044522437723423
CiUJEUsdbXKxAbZoFGhNCf,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,9/5/2024 13:55:00,9/5/2024 16:00:00,125.0,PMX,PMX,4,4.836281906951478
Nz2sN37kZZoTqP9B7q8be1,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,9/5/2024 16:05:00,9/5/2024 16:15:00,10.0,PMX,PMX,4,2.3978952727983707
3PDNeNWvuqPmThvMf6LFEr,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,PMX-4,9/5/2024 16:15:00,9/5/2024 16:30:00,15.0,PMX,PMX,4,2.772588722239781
WxT1t7QscMEIQgB9H2lWXg,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,9/5/2024 16:35:00,9/5/2024 16:50:00,15.0,PMX,PMX,4,2.772588722239781
L8F25N9jkVxtpIl1ocWzjY,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,PMX-4,9/5/2024 16:50:00,9/5/2024 17:10:00,20.0,PMX,PMX,4,3.044522437723423
COrys82Hg4TkHCYhtrrr7C,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,9/6/2024 7:30:00,9/6/2024 7:50:00,20.0,MX,MX,4,3.044522437723423
ZTKpXmpzdZNJAkLLOMTRX5,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Transfer of Millbase,MX-4,9/6/2024 10:00:00,9/6/2024 11:50:00,110.0,MX,MX,4,4.709530201312334
sFWYlHz3lF5C06zrZEIAv0,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,9/6/2024 13:05:00,9/6/2024 13:55:00,50.0,MX,MX,4,3.9318256327243257
XF8aW6T59UBbqUXDv5HzTc,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Load,PMX-4,9/3/2024 15:30:00,9/3/2024 16:00:00,30.0,PMX,PMX,4,3.4339872044851463
EWylpvZgwSx490dDgEKYMa,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,Grind (Part B),PMX-4,9/3/2024 16:20:00,9/3/2024 17:35:00,75.0,PMX,PMX,4,4.330733340286331
3gS3lRIc9cOv8RqU2IABCo,RM2-ACX-21,DAVIES ACREEX CRYSTAL BLUE,FG Transfer,PMX-4,9/11/2024 8:08:00,9/11/2024 11:13:00,185.0,PMX,PMX,4,5.225746673713202
gszmPNdjxPW1x16c5UnBYh,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,FG Transfer,MX-4,9/11/2024 13:53:00,9/11/2024 17:02:00,189.0,MX,MX,4,5.247024072160486
nX3PkIrDrRZ88HyGtr1ocu,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Premix,HSM-1,9/9/2024 7:30:00,9/9/2024 7:45:00,15.0,HSM,HSM,1,2.772588722239781
YQvlIwa9sHN6zV1CMD1A53,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,9/9/2024 10:30:00,9/9/2024 15:00:00,270.0,BKM,BKM,16,5.602118820879701
uSocK7PXJEOz4Hy6tLvKRn,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grits Check,BKM-16,9/9/2024 15:30:00,9/9/2024 16:00:00,30.0,BKM,BKM,16,3.4339872044851463
vCD4vhmpIhEYs4qn86BcJn,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part A),BKM-16,9/10/2024 7:30:00,9/10/2024 13:00:00,330.0,BKM,BKM,16,5.802118375377063
wVJuwbYRSWOFOQnuuGf6bw,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/16/2024 9:30:00,10/16/2024 9:55:00,25.0,PMX,PMX,4,3.258096538021482
zMpRsNHxPeyT9tVHIsIwb2,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,PMX-4,10/16/2024 10:00:00,10/16/2024 10:20:00,20.0,PMX,PMX,4,3.044522437723423
w2ybMjPM7Omcnv1vFAAnLO,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind (Part B),PMX-4,10/16/2024 10:20:00,10/16/2024 13:25:00,185.0,PMX,PMX,4,5.225746673713202
lzde536i2zUYW2451qJnKM,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,10/16/2024 11:45:00,10/16/2024 12:00:00,15.0,MX,MX,4,2.772588722239781
1HmRODnuPe6uo7aZFOyYlr,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Load,MX-4,10/16/2024 16:00:00,10/16/2024 17:00:00,60.0,MX,MX,4,4.110873864173311
EhzxnQpMI9ZtQkQlBZuuEB,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Letdown,MX-4,10/16/2024 17:00:00,10/16/2024 17:18:00,18.0,MX,MX,4,2.9444389791664403
JKJxv2CySxN2szHprDX4Tv,RM2-ACX-60,DAVIES ACREEX BLACK,Premix,HSM-1,10/3/2024 8:20:00,10/3/2024 8:35:00,15.0,HSM,HSM,1,2.772588722239781
Xy4NIiPU2FaD9jQov9pwAo,RM2-ACX-60,DAVIES ACREEX BLACK,Grind,BKM-5,10/5/2024 10:00:00,10/5/2024 13:00:00,180.0,BKM,BKM,5,5.198497031265826
0Aci8w7xqIys3NOLOgxC7X,RM2-ACX-60,DAVIES ACREEX BLACK,Grind,BKM-5,10/7/2024 6:00:00,10/7/2024 10:00:00,240.0,BKM,BKM,5,5.484796933490655
xC801xez8Mji1TgRLl5Asz,RM2-ACX-60,DAVIES ACREEX BLACK,Grits Check,BKM-5,10/7/2024 10:00:00,10/7/2024 11:00:00,60.0,BKM,BKM,5,4.110873864173311
ZKsENpS644gfRCzLFX9tnz,RM2-ACX-40,DAVIES ACREEX MARKING YELLOW,Grind,BKM-16,10/7/2024 8:30:00,10/7/2024 14:00:00,330.0,BKM,BKM,16,5.802118375377063
